menu,restaurant,happy_winter,happy_winter_snow,happy_winter_rain,happy_fall,happy_fall_rain,happy_summer,happy_summer_rain,happy_spring,happy_spring_rain,sad_spring_rain,sad_spring,sad_summer_rain,sad_summer,sad_fall_rain,sad_fall,sad_winter_rain,sad_winter,sad_winter_snow,angry_winter,angry_winter_snow,angry_winter_rain,angry_fall,angry_fall_rain,angry_summer,angry_summer_rain,angry_spring,angry_spring_rain
더블에스프레소,Back다방,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0,0,0,0,0,0,0,0,0
에스프레소 콤프레또,Back다방,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0,0,0,0,0,0,0,0,0
앗!메리카노(HOT),Back다방,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0,0,0,0,0,0,0,0,0
앗!메리카노(ICED),Back다방,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0,0,0,0,0,0,0,0,0
원조커피(HOT),Back다방,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0,0,0,0,0,0,0,0,0
원조커피(ICED),Back다방,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0,0,0,0,0,0,0,0,0
달달연유라떼(HOT),Back다방,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0,0,0,0,0,0,0,0,0
달달연유라떼(ICED),Back다방,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0,0,0,0,0,0,0,0,0
빽’s 카페라떼(HOT),Back다방,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0,0,0,0,0,0,0,0,0
빽’s 카페라떼(ICED),Back다방,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0,0,0,0,0,0,0,0,0
블랙펄카페라떼(ICED),Back다방,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0,0,0,0,0,0,0,0,0
바닐라라떼(HOT),Back다방,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0,0,0,0,0,0,0,0,0
바닐라라떼(ICED),Back다방,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0,0,0,0,0,0,0,0,0
카페모카(HOT),Back다방,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0,0,0,0,0,0,0,0,0
카페모카(ICED),Back다방,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0,0,0,0,0,0,0,0,0
카라멜마키아또(HOT),Back다방,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0,0,0,0,0,0,0,0,0
카라멜마키아또(ICED),Back다방,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0,0,0,0,0,0,0,0,0
아이스크림카페라떼(ICED),Back다방,0.9,0.65,0.9,0.9,0.9,1.25,1.25,0.9,0.9,0.9,0.9,1.25,1.25,0.9,0.9,0.9,0.9,0.9,0.2,-0.05,0.2,0.2,0.2,0.55,0.55,0.2,0.2
아이스크림바닐라라떼(ICED),Back다방,0.9,0.65,0.9,0.9,0.9,1.25,1.25,0.9,0.9,0.9,0.9,1.25,1.25,0.9,0.9,0.9,0.9,0.9,0.2,-0.05,0.2,0.2,0.2,0.55,0.55,0.2,0.2
아이스크림카페모카(ICED),Back다방,0.9,0.65,0.9,0.9,0.9,1.25,1.25,0.9,0.9,0.9,0.9,1.25,1.25,0.9,0.9,0.9,0.9,0.9,0.2,-0.05,0.2,0.2,0.2,0.55,0.55,0.2,0.2
콜드브루,Back다방,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0,0,0,0,0,0,0,0,0
디카페인 콜드브루,Back다방,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0,0,0,0,0,0,0,0,0
콜드브루라떼,Back다방,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0,0,0,0,0,0,0,0,0
디카페인 콜드브루라떼,Back다방,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0,0,0,0,0,0,0,0,0
콜드브루라떼(연유),Back다방,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0,0,0,0,0,0,0,0,0
디카페인 콜드브루라떼(연유),Back다방,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0,0,0,0,0,0,0,0,0
콜드브루라떼(흑당),Back다방,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0,0,0,0,0,0,0,0,0
디카페인 콜드브루라떼(흑당),Back다방,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0,0,0,0,0,0,0,0,0
콜드브루 오리지널 커피원액,Back다방,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0,0,0,0,0,0,0,0,0
콜드브루 디카페인 커피원액,Back다방,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0,0,0,0,0,0,0,0,0
아이스티샷추가(아샷추),Back다방,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0,0,0,0,0,0,0,0,0
빽사이즈 앗!메리카노(ICED),Back다방,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0,0,0,0,0,0,0,0,0
빽사이즈 원조커피(ICED),Back다방,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0,0,0,0,0,0,0,0,0
빽사이즈 빽’s카페라떼(ICED),Back다방,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0,0,0,0,0,0,0,0,0
빽사이즈 아이스티샷추가(ICED),Back다방,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0,0,0,0,0,0,0,0,0
토피넛라떼(ICED),Back다방,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0,0,0,0,0,0,0,0,0
블랙펄라떼(ICED),Back다방,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0,0,0,0,0,0,0,0,0
고구마라떼(HOT),Back다방,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0,0,0,0,0,0,0,0,0
고구마라떼(ICED),Back다방,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0,0,0,0,0,0,0,0,0
꿀밤라떼(HOT),Back다방,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0,0,0,0,0,0,0,0,0
꿀밤라떼(ICED),Back다방,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0,0,0,0,0,0,0,0,0
미숫가루,Back다방,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0,0,0,0,0,0,0,0,0
밀크티(HOT),Back다방,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0,0,0,0,0,0,0,0,0
밀크티(ICED),Back다방,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0,0,0,0,0,0,0,0,0
블랙펄밀크티(ICED),Back다방,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0,0,0,0,0,0,0,0,0
페퍼민트티(HOT),Back다방,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0,0,0,0,0,0,0,0,0
페퍼민트티(ICED),Back다방,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0,0,0,0,0,0,0,0,0
황금캐모마일티(HOT),Back다방,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0,0,0,0,0,0,0,0,0
황금캐모마일티(ICED),Back다방,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0,0,0,0,0,0,0,0,0
깔라만시티(HOT),Back다방,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0,0,0,0,0,0,0,0,0
달콤아이스티,Back다방,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0,0,0,0,0,0,0,0,0
레몬티(HOT),Back다방,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0,0,0,0,0,0,0,0,0
레몬티(ICED),Back다방,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0,0,0,0,0,0,0,0,0
피치우롱스위티(HOT),Back다방,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0,0,0,0,0,0,0,0,0
피치우롱스위티(ICED),Back다방,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0,0,0,0,0,0,0,0,0
우롱티(HOT),Back다방,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0,0,0,0,0,0,0,0,0
우롱티(ICED),Back다방,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0,0,0,0,0,0,0,0,0
레몬얼그레이티(HOT),Back다방,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0,0,0,0,0,0,0,0,0
레몬얼그레이티(ICED),Back다방,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0,0,0,0,0,0,0,0,0
오렌지자몽블랙티(HOT),Back다방,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0,0,0,0,0,0,0,0,0
오렌지자몽블랙티(ICED),Back다방,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0,0,0,0,0,0,0,0,0
유자티(HOT),Back다방,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0,0,0,0,0,0,0,0,0
유자티(ICED),Back다방,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0,0,0,0,0,0,0,0,0
자몽티(HOT),Back다방,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0,0,0,0,0,0,0,0,0
자몽티(ICED),Back다방,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0,0,0,0,0,0,0,0,0
청포도플라워(ICED),Back다방,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0,0,0,0,0,0,0,0,0
아이스미초,Back다방,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0,0,0,0,0,0,0,0,0
딸기에이드(ICED),Back다방,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0,0,0,0,0,0,0,0,0
레모네이드(ICED),Back다방,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0,0,0,0,0,0,0,0,0
청포도에이드,Back다방,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0,0,0,0,0,0,0,0,0
깔라만시에이드,Back다방,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0,0,0,0,0,0,0,0,0
유자에이드,Back다방,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0,0,0,0,0,0,0,0,0
자몽에이드,Back다방,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0,0,0,0,0,0,0,0,0
미초(석류)에이드,Back다방,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0,0,0,0,0,0,0,0,0
우리포도주스,Back다방,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0,0,0,0,0,0,0,0,0
완전블루베리주스(ICED),Back다방,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0,0,0,0,0,0,0,0,0
완전토마토,Back다방,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0,0,0,0,0,0,0,0,0
완전딸기주스,Back다방,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0,0,0,0,0,0,0,0,0
완전망고주스,Back다방,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0,0,0,0,0,0,0,0,0
복숭아에이드,Back다방,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0,0,0,0,0,0,0,0,0
밀크쉐이크,Back다방,0.2,-0.05,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0,-0.25,0,0,0,0,0,0,0
고구마스무디,Back다방,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0,0,0,0,0,0,0,0,0
블루베리요거트스무디(ICED),Back다방,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0,0,0,0,0,0,0,0,0
플레인요거트스무디,Back다방,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0,0,0,0,0,0,0,0,0
딸기요거트스무디,Back다방,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0,0,0,0,0,0,0,0,0
빽사이즈 초코라떼(ICED),Back다방,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
빽사이즈 달콤아이스티(ICED),Back다방,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0,0,0,0,0,0,0,0,0
고메버터소금빵,Back다방,0,0,0,0.4,0.4,0,0,0,0,0.9,0.9,0.9,0.9,1.3,1.3,0.9,0.9,0.9,0,0,0,0.4,0.4,0,0,0,0
공공치빵(파맛),Back다방,0,0,0,0.4,0.4,0,0,0,0,0.9,0.9,0.9,0.9,1.3,1.3,0.9,0.9,0.9,0,0,0,0.4,0.4,0,0,0,0
공공치빵(초코맛),Back다방,0,0,0,0.4,0.4,0,0,0,0,0.8,0.8,0.8,0.8,1.2,1.2,0.8,0.8,0.8,0.5,0.5,0.5,0.9,0.9,0.5,0.5,0.5,0.5
크리미슈,Back다방,0,0,0,0.4,0.4,0,0,0,0,0.9,0.9,0.9,0.9,1.3,1.3,0.9,0.9,0.9,0,0,0,0.4,0.4,0,0,0,0
크리미단팥빵,Back다방,0,0,0,0.4,0.4,0,0,0,0,0.9,0.9,0.9,0.9,1.3,1.3,0.9,0.9,0.9,0,0,0,0.4,0.4,0,0,0,0
노말한소프트,Back다방,0.9,0.65,0.6,0.9,0.6,0.9,0.6,0.9,0.6,-0.1,0.2,-0.1,0.2,-0.1,0.2,-0.1,0.2,-0.1,0.2,-0.05,-0.1,0.2,-0.1,0.2,-0.1,0.2,-0.1
아포가토,Back다방,0.9,0.65,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,-0.05,0.2,0.2,0.2,0.2,0.2,0.2,0.2
달고나크런치,Back다방,0.9,0.9,0.6,0.9,0.6,0.9,0.6,0.9,0.6,-0.1,0.2,-0.1,0.2,-0.1,0.2,-0.1,0.2,-0.1,0.2,0.2,-0.1,0.2,-0.1,0.2,-0.1,0.2,-0.1
긴페스츄리와플,Back다방,0,0,0,0.4,0.4,0,0,0,0,0,0,0,0,0.4,0.4,0,0,0,0,0,0,0.4,0.4,0,0,0,0
큰마들렌(오리지널),Back다방,0,0,0,0.4,0.4,0,0,0,0,0,0,0,0,0.4,0.4,0,0,0,0,0,0,0.4,0.4,0,0,0,0
네모머핀(초콜릿),Back다방,0,0,0,0.4,0.4,0,0,0,0,0.8,0.8,0.8,0.8,1.2,1.2,0.8,0.8,0.8,0.5,0.5,0.5,0.9,0.9,0.5,0.5,0.5,0.5
사라다빵,Back다방,0,0,0,0.4,0.4,0,0,0,0,0,0,0,0,0.4,0.4,0,0,0,0,0,0,0.4,0.4,0,0,0,0
소세지빵,Back다방,0,0,0,0.4,0.4,0,0,0,0,0,0,0,0,0.4,0.4,0,0,0,0,0,0,0.4,0.4,0,0,0,0
빽그램핫도그,Back다방,0,0,0,0.4,0.4,0,0,0,0,0,0,0,0,0.4,0.4,0,0,0,0,0,0,0.4,0.4,0,0,0,0
맛카롱(순우유),Back다방,0,0,0,0.4,0.4,0,0,0,0,0,0,0,0,0.4,0.4,0,0,0,0,0,0,0.4,0.4,0,0,0,0
맛카롱(초코크런치),Back다방,0,0,0,0.4,0.4,0,0,0,0,0.8,0.8,0.8,0.8,1.2,1.2,0.8,0.8,0.8,0.5,0.5,0.5,0.9,0.9,0.5,0.5,0.5,0.5
맛카롱(딸기크런치),Back다방,0,0,0,0.4,0.4,0,0,0,0,0,0,0,0,0.4,0.4,0,0,0,0,0,0,0.4,0.4,0,0,0,0
원조빽스치노(BASIC),Back다방,0.2,-0.05,0.2,0.2,0.2,0.55,0.55,0.2,0.2,0.9,0.9,1.25,1.25,0.9,0.9,0.9,0.9,0.9,0,-0.25,0,0,0,0.35,0.35,0,0
원조빽스치노(SOFT),Back다방,0.9,0.65,0.9,0.9,0.9,1.25,1.25,0.9,0.9,0.9,0.9,1.25,1.25,0.9,0.9,0.9,0.9,0.9,0.2,-0.05,0.2,0.2,0.2,0.55,0.55,0.2,0.2
딸기바나나빽스치노(BASIC),Back다방,0.2,-0.05,0.2,0.2,0.2,0.55,0.55,0.2,0.2,0.9,0.9,1.25,1.25,0.9,0.9,0.9,0.9,0.9,0,-0.25,0,0,0,0.35,0.35,0,0
딸기바나나빽스치노(SOFT),Back다방,0.9,0.65,0.9,0.9,0.9,1.25,1.25,0.9,0.9,0.9,0.9,1.25,1.25,0.9,0.9,0.9,0.9,0.9,0.2,-0.05,0.2,0.2,0.2,0.55,0.55,0.2,0.2
초코바나나빽스치노(BASIC),Back다방,0.2,-0.05,0.2,0.2,0.2,0.55,0.55,0.2,0.2,0.8,0.8,1.15,1.15,0.8,0.8,0.8,0.8,0.8,0.5,0.25,0.5,0.5,0.5,0.85,0.85,0.5,0.5
초코바나나빽스치노(SOFT),Back다방,0.9,0.65,0.9,0.9,0.9,1.25,1.25,0.9,0.9,0.8,0.8,1.15,1.15,0.8,0.8,0.8,0.8,0.8,0.5,0.25,0.5,0.5,0.5,0.85,0.85,0.5,0.5
딸기 빽스치노(BASIC),Back다방,0.2,-0.05,0.2,0.2,0.2,0.55,0.55,0.2,0.2,0,0,0.35,0.35,0,0,0,0,0,0,-0.25,0,0,0,0.35,0.35,0,0
딸기 빽스치노(SOFT),Back다방,0.9,0.65,0.9,0.9,0.9,1.25,1.25,0.9,0.9,0.9,0.9,1.25,1.25,0.9,0.9,0.9,0.9,0.9,0.2,-0.05,0.2,0.2,0.2,0.55,0.55,0.2,0.2
녹차빽스치노(BASIC),Back다방,0.2,-0.05,0.2,0.2,0.2,0.55,0.55,0.2,0.2,0.9,0.9,1.25,1.25,0.9,0.9,0.9,0.9,0.9,0,-0.25,0,0,0,0.35,0.35,0,0
녹차빽스치노(SOFT),Back다방,0.9,0.65,0.9,0.9,0.9,1.25,1.25,0.9,0.9,0.9,0.9,1.25,1.25,0.9,0.9,0.9,0.9,0.9,0.2,-0.05,0.2,0.2,0.2,0.55,0.55,0.2,0.2
민트초코빽스치노(BASIC),Back다방,0.2,-0.05,0.2,0.2,0.2,0.55,0.55,0.2,0.2,0.8,0.8,1.15,1.15,0.8,0.8,0.8,0.8,0.8,0.5,0.25,0.5,0.5,0.5,0.85,0.85,0.5,0.5
민트초코빽스치노(SOFT),Back다방,0.9,0.65,0.9,0.9,0.9,1.25,1.25,0.9,0.9,0.8,0.8,1.15,1.15,0.8,0.8,0.8,0.8,0.8,0.5,0.25,0.5,0.5,0.5,0.85,0.85,0.5,0.5
쿠키크런치빽스치노(BASIC),Back다방,0.2,-0.05,0.2,0.2,0.2,0.55,0.55,0.2,0.2,0.9,0.9,1.25,1.25,0.9,0.9,0.9,0.9,0.9,0,-0.25,0,0,0,0.35,0.35,0,0
쿠키크런치빽스치노(SOFT),Back다방,0.9,0.65,0.9,0.9,0.9,1.25,1.25,0.9,0.9,0.9,0.9,1.25,1.25,0.9,0.9,0.9,0.9,0.9,0.2,-0.05,0.2,0.2,0.2,0.55,0.55,0.2,0.2
초코빽스치노(BASIC),Back다방,0.2,-0.05,0.2,0.2,0.2,0.55,0.55,0.2,0.2,0.8,0.8,1.15,1.15,0.8,0.8,0.8,0.8,0.8,0.5,0.25,0.5,0.5,0.5,0.85,0.85,0.5,0.5
초코빽스치노(SOFT),Back다방,0.9,0.65,0.9,0.9,0.9,1.25,1.25,0.9,0.9,0.8,0.8,1.15,1.15,0.8,0.8,0.8,0.8,0.8,0.5,0.25,0.5,0.5,0.5,0.85,0.85,0.5,0.5
피스타치오빽스치노(BASIC),Back다방,0.2,-0.05,0.2,0.2,0.2,0.55,0.55,0.2,0.2,0.9,0.9,1.25,1.25,0.9,0.9,0.9,0.9,0.9,0,-0.25,0,0,0,0.35,0.35,0,0
